timestamp,dc_id,sku_id,predicted_demand,opening_stock_units,forecast_hour_offset
2025-12-07 23:00:00,DC_RIYADH,SKU_202,11.0,0,1
2025-12-07 23:00:00,DC_RIYADH,SKU_301,7.0,142,1
2025-12-07 23:00:00,DC_RIYADH,SKU_302,8.0,1,1
2025-12-07 23:00:00,DC_RIYADH,SKU_303,7.0,442,1
2025-12-07 23:00:00,DC_RIYADH,SKU_304,8.0,450,1
2025-12-07 23:00:00,DC_RIYADH,SKU_305,8.0,376,1
2025-12-07 23:00:00,DC_RIYADH,SKU_306,8.0,2,1
2025-12-07 23:00:00,DC_RIYADH,SKU_401,11.0,0,1
2025-12-07 23:00:00,DC_RIYADH,SKU_402,9.0,632,1
2025-12-07 23:00:00,DC_RIYADH,SKU_501,12.0,297,1
2025-12-07 23:00:00,DC_RIYADH,SKU_502,8.0,473,1
2025-12-07 23:00:00,DC_RIYADH,SKU_503,8.0,7,1
2025-12-08 00:00:00,DC_DAMMAM,SKU_101,10.0,0,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_102,10.0,6,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_103,9.0,601,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_201,10.0,116,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_202,12.0,248,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_301,9.0,722,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_302,8.0,1,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_303,7.0,465,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_304,8.0,0,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_305,9.0,440,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_306,8.0,8,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_401,11.0,0,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_402,10.0,2,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_501,10.0,5,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_502,9.0,121,2
2025-12-08 00:00:00,DC_DAMMAM,SKU_503,8.0,402,2
2025-12-08 00:00:00,DC_DUBAI,SKU_101,9.0,496,2
2025-12-08 00:00:00,DC_DUBAI,SKU_102,10.0,0,2
2025-12-08 00:00:00,DC_DUBAI,SKU_103,11.0,198,2
2025-12-08 00:00:00,DC_DUBAI,SKU_201,10.0,0,2
2025-12-08 00:00:00,DC_DUBAI,SKU_202,11.0,0,2
2025-12-08 00:00:00,DC_DUBAI,SKU_301,9.0,585,2
2025-12-08 00:00:00,DC_DUBAI,SKU_302,9.0,1,2
2025-12-08 00:00:00,DC_DUBAI,SKU_303,8.0,3,2
2025-12-08 00:00:00,DC_DUBAI,SKU_304,9.0,472,2
2025-12-08 00:00:00,DC_DUBAI,SKU_305,8.0,0,2
2025-12-08 00:00:00,DC_DUBAI,SKU_306,8.0,183,2
2025-12-08 00:00:00,DC_DUBAI,SKU_401,7.0,117,2
2025-12-08 00:00:00,DC_DUBAI,SKU_402,10.0,519,2
2025-12-08 00:00:00,DC_DUBAI,SKU_501,9.0,98,2
2025-12-08 00:00:00,DC_DUBAI,SKU_502,10.0,617,2
2025-12-08 00:00:00,DC_DUBAI,SKU_503,8.0,550,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_101,12.0,213,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_102,10.0,704,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_103,9.0,0,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_201,8.0,3,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_202,15.0,0,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_301,9.0,0,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_302,8.0,501,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_303,9.0,29,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_304,8.0,84,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_305,8.0,455,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_306,9.0,0,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_401,13.0,178,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_402,9.0,470,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_501,10.0,481,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_502,10.0,0,2
2025-12-08 00:00:00,DC_JEDDAH,SKU_503,9.0,529,2
2025-12-08 00:00:00,DC_RIYADH,SKU_101,12.0,300,2
2025-12-08 00:00:00,DC_RIYADH,SKU_102,10.0,24,2
2025-12-08 00:00:00,DC_RIYADH,SKU_103,11.0,0,2
2025-12-08 00:00:00,DC_RIYADH,SKU_201,11.0,27,2
2025-12-08 00:00:00,DC_RIYADH,SKU_202,11.0,0,2
2025-12-08 00:00:00,DC_RIYADH,SKU_301,9.0,142,2
2025-12-08 00:00:00,DC_RIYADH,SKU_302,8.0,1,2
2025-12-08 00:00:00,DC_RIYADH,SKU_303,9.0,442,2
2025-12-08 00:00:00,DC_RIYADH,SKU_304,8.0,450,2
2025-12-08 00:00:00,DC_RIYADH,SKU_305,8.0,376,2
2025-12-08 00:00:00,DC_RIYADH,SKU_306,9.0,2,2
2025-12-08 00:00:00,DC_RIYADH,SKU_401,12.0,0,2
2025-12-08 00:00:00,DC_RIYADH,SKU_402,10.0,632,2
2025-12-08 00:00:00,DC_RIYADH,SKU_501,12.0,297,2
2025-12-08 00:00:00,DC_RIYADH,SKU_502,10.0,473,2
2025-12-08 00:00:00,DC_RIYADH,SKU_503,10.0,7,2
2025-12-08 02:00:00,DC_DAMMAM,SKU_101,11.0,0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_102,11.0,6,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_103,9.0,601,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_201,10.0,116,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_202,12.0,248,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_301,9.0,722,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_302,8.0,1,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_303,7.0,465,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_304,8.0,0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_305,9.0,440,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_306,8.0,8,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_401,12.0,0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_402,10.0,2,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_501,10.0,5,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_502,9.0,121,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_503,8.0,402,3
2025-12-08 02:00:00,DC_DUBAI,SKU_101,9.0,496,3
2025-12-08 02:00:00,DC_DUBAI,SKU_102,10.0,0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_103,11.0,198,3
2025-12-08 02:00:00,DC_DUBAI,SKU_201,11.0,0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_202,11.0,0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_301,9.0,585,3
2025-12-08 02:00:00,DC_DUBAI,SKU_302,9.0,1,3
2025-12-08 02:00:00,DC_DUBAI,SKU_303,8.0,3,3
2025-12-08 02:00:00,DC_DUBAI,SKU_304,9.0,472,3
2025-12-08 02:00:00,DC_DUBAI,SKU_305,8.0,0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_306,8.0,183,3
2025-12-08 02:00:00,DC_DUBAI,SKU_401,7.0,117,3
2025-12-08 02:00:00,DC_DUBAI,SKU_402,11.0,519,3
2025-12-08 02:00:00,DC_DUBAI,SKU_501,9.0,98,3
2025-12-08 02:00:00,DC_DUBAI,SKU_502,10.0,617,3
2025-12-08 02:00:00,DC_DUBAI,SKU_503,8.0,550,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_101,12.0,213,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_102,10.0,704,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_103,10.0,0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_201,8.0,3,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_202,15.0,0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_301,9.0,0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_302,8.0,501,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_303,9.0,29,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_304,8.0,84,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_305,8.0,455,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_306,9.0,0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_401,13.0,178,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_402,9.0,470,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_501,10.0,481,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_502,10.0,0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_503,10.0,529,3
2025-12-08 02:00:00,DC_RIYADH,SKU_101,12.0,300,3
2025-12-08 02:00:00,DC_RIYADH,SKU_102,10.0,24,3
2025-12-08 02:00:00,DC_RIYADH,SKU_103,11.0,0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_201,11.0,27,3
2025-12-08 02:00:00,DC_RIYADH,SKU_202,11.0,0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_301,9.0,142,3
2025-12-08 02:00:00,DC_RIYADH,SKU_302,8.0,1,3
2025-12-08 02:00:00,DC_RIYADH,SKU_303,9.0,442,3
2025-12-08 02:00:00,DC_RIYADH,SKU_304,8.0,450,3
2025-12-08 02:00:00,DC_RIYADH,SKU_305,8.0,376,3
2025-12-08 02:00:00,DC_RIYADH,SKU_306,9.0,2,3
2025-12-08 02:00:00,DC_RIYADH,SKU_401,12.0,0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_402,10.0,632,3
2025-12-08 02:00:00,DC_RIYADH,SKU_501,12.0,297,3
2025-12-08 02:00:00,DC_RIYADH,SKU_502,11.0,473,3
2025-12-08 02:00:00,DC_RIYADH,SKU_503,10.0,7,3
2025-12-08 05:00:00,DC_DAMMAM,SKU_101,12.0,0,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_102,12.0,6,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_103,11.0,601,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_201,11.0,116,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_202,15.0,248,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_301,10.0,722,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_302,8.0,1,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_303,8.0,465,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_304,9.0,0,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_305,10.0,440,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_306,8.0,8,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_401,13.0,0,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_402,10.0,2,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_501,12.0,5,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_502,11.0,121,4
2025-12-08 05:00:00,DC_DAMMAM,SKU_503,10.0,402,4
2025-12-08 05:00:00,DC_DUBAI,SKU_101,10.0,496,4
2025-12-08 05:00:00,DC_DUBAI,SKU_102,12.0,0,4
2025-12-08 05:00:00,DC_DUBAI,SKU_103,13.0,198,4
2025-12-08 05:00:00,DC_DUBAI,SKU_201,13.0,0,4
2025-12-08 05:00:00,DC_DUBAI,SKU_202,13.0,0,4
2025-12-08 05:00:00,DC_DUBAI,SKU_301,10.0,585,4
2025-12-08 05:00:00,DC_DUBAI,SKU_302,10.0,1,4
2025-12-08 05:00:00,DC_DUBAI,SKU_303,9.0,3,4
2025-12-08 05:00:00,DC_DUBAI,SKU_304,9.0,472,4
2025-12-08 05:00:00,DC_DUBAI,SKU_305,8.0,0,4
2025-12-08 05:00:00,DC_DUBAI,SKU_306,8.0,183,4
2025-12-08 05:00:00,DC_DUBAI,SKU_401,8.0,117,4
2025-12-08 05:00:00,DC_DUBAI,SKU_402,12.0,519,4
2025-12-08 05:00:00,DC_DUBAI,SKU_501,11.0,98,4
2025-12-08 05:00:00,DC_DUBAI,SKU_502,12.0,617,4
2025-12-08 05:00:00,DC_DUBAI,SKU_503,10.0,550,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_101,13.0,213,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_102,12.0,704,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_103,11.0,0,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_201,10.0,3,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_202,19.0,0,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_301,10.0,0,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_302,8.0,501,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_303,10.0,29,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_304,8.0,84,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_305,9.0,455,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_306,9.0,0,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_401,14.0,178,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_402,9.0,470,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_501,12.0,481,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_502,11.0,0,4
2025-12-08 05:00:00,DC_JEDDAH,SKU_503,12.0,529,4
2025-12-08 05:00:00,DC_RIYADH,SKU_101,14.0,300,4
2025-12-08 05:00:00,DC_RIYADH,SKU_102,11.0,24,4
2025-12-08 05:00:00,DC_RIYADH,SKU_103,12.0,0,4
2025-12-08 05:00:00,DC_RIYADH,SKU_201,13.0,27,4
2025-12-08 05:00:00,DC_RIYADH,SKU_202,14.0,0,4
2025-12-08 05:00:00,DC_RIYADH,SKU_301,10.0,142,4
2025-12-08 05:00:00,DC_RIYADH,SKU_302,9.0,1,4
2025-12-08 05:00:00,DC_RIYADH,SKU_303,10.0,442,4
2025-12-08 05:00:00,DC_RIYADH,SKU_304,9.0,450,4
2025-12-08 05:00:00,DC_RIYADH,SKU_305,9.0,376,4
2025-12-08 05:00:00,DC_RIYADH,SKU_306,10.0,2,4
2025-12-08 05:00:00,DC_RIYADH,SKU_401,13.0,0,4
2025-12-08 05:00:00,DC_RIYADH,SKU_402,10.0,632,4
2025-12-08 05:00:00,DC_RIYADH,SKU_501,14.0,297,4
2025-12-08 05:00:00,DC_RIYADH,SKU_502,12.0,473,4
2025-12-08 05:00:00,DC_RIYADH,SKU_503,11.0,7,4
2025-12-08 09:00:00,DC_DAMMAM,SKU_101,12.0,0,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_102,12.0,6,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_103,11.0,601,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_201,11.0,116,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_202,17.0,248,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_301,10.0,722,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_302,9.0,1,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_303,9.0,465,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_304,10.0,0,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_305,11.0,440,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_306,8.0,8,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_401,14.0,0,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_402,10.0,2,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_501,13.0,5,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_502,12.0,121,5
2025-12-08 09:00:00,DC_DAMMAM,SKU_503,10.0,402,5
2025-12-08 09:00:00,DC_DUBAI,SKU_101,10.0,496,5
2025-12-08 09:00:00,DC_DUBAI,SKU_102,12.0,0,5
2025-12-08 09:00:00,DC_DUBAI,SKU_103,16.0,198,5
2025-12-08 09:00:00,DC_DUBAI,SKU_201,14.0,0,5
2025-12-08 09:00:00,DC_DUBAI,SKU_202,14.0,0,5
2025-12-08 09:00:00,DC_DUBAI,SKU_301,10.0,585,5
2025-12-08 09:00:00,DC_DUBAI,SKU_302,10.0,1,5
2025-12-08 09:00:00,DC_DUBAI,SKU_303,9.0,3,5
2025-12-08 09:00:00,DC_DUBAI,SKU_304,10.0,472,5
2025-12-08 09:00:00,DC_DUBAI,SKU_305,9.0,0,5
2025-12-08 09:00:00,DC_DUBAI,SKU_306,9.0,183,5
2025-12-08 09:00:00,DC_DUBAI,SKU_401,9.0,117,5
2025-12-08 09:00:00,DC_DUBAI,SKU_402,12.0,519,5
2025-12-08 09:00:00,DC_DUBAI,SKU_501,11.0,98,5
2025-12-08 09:00:00,DC_DUBAI,SKU_502,12.0,617,5
2025-12-08 09:00:00,DC_DUBAI,SKU_503,11.0,550,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_101,14.0,213,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_102,12.0,704,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_103,11.0,0,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_201,10.0,3,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_202,19.0,0,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_301,10.0,0,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_302,9.0,501,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_303,10.0,29,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_304,9.0,84,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_305,9.0,455,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_306,9.0,0,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_401,14.0,178,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_402,10.0,470,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_501,13.0,481,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_502,11.0,0,5
2025-12-08 09:00:00,DC_JEDDAH,SKU_503,12.0,529,5
2025-12-08 09:00:00,DC_RIYADH,SKU_101,15.0,300,5
2025-12-08 09:00:00,DC_RIYADH,SKU_102,11.0,24,5
2025-12-08 09:00:00,DC_RIYADH,SKU_103,12.0,0,5
2025-12-08 09:00:00,DC_RIYADH,SKU_201,13.0,27,5
2025-12-08 09:00:00,DC_RIYADH,SKU_202,15.0,0,5
2025-12-08 09:00:00,DC_RIYADH,SKU_301,11.0,142,5
2025-12-08 09:00:00,DC_RIYADH,SKU_302,10.0,1,5
2025-12-08 09:00:00,DC_RIYADH,SKU_303,11.0,442,5
2025-12-08 09:00:00,DC_RIYADH,SKU_304,9.0,450,5
2025-12-08 09:00:00,DC_RIYADH,SKU_305,9.0,376,5
2025-12-08 09:00:00,DC_RIYADH,SKU_306,11.0,2,5
2025-12-08 09:00:00,DC_RIYADH,SKU_401,15.0,0,5
2025-12-08 09:00:00,DC_RIYADH,SKU_402,11.0,632,5
2025-12-08 09:00:00,DC_RIYADH,SKU_501,16.0,297,5
2025-12-08 09:00:00,DC_RIYADH,SKU_502,12.0,473,5
2025-12-08 09:00:00,DC_RIYADH,SKU_503,11.0,7,5
2025-12-08 14:00:00,DC_DAMMAM,SKU_101,12.0,0,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_102,13.0,6,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_103,12.0,601,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_201,13.0,116,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_202,14.0,248,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_301,12.0,722,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_302,11.0,1,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_303,10.0,465,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_304,11.0,0,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_305,12.0,440,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_306,10.0,8,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_401,14.0,0,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_402,12.0,2,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_501,14.0,5,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_502,11.0,121,6
2025-12-08 14:00:00,DC_DAMMAM,SKU_503,11.0,402,6
2025-12-08 14:00:00,DC_DUBAI,SKU_101,12.0,496,6
2025-12-08 14:00:00,DC_DUBAI,SKU_102,12.0,0,6
2025-12-08 14:00:00,DC_DUBAI,SKU_103,14.0,198,6
2025-12-08 14:00:00,DC_DUBAI,SKU_201,13.0,0,6
2025-12-08 14:00:00,DC_DUBAI,SKU_202,13.0,0,6
2025-12-08 14:00:00,DC_DUBAI,SKU_301,12.0,585,6
2025-12-08 14:00:00,DC_DUBAI,SKU_302,12.0,1,6
2025-12-08 14:00:00,DC_DUBAI,SKU_303,11.0,3,6
2025-12-08 14:00:00,DC_DUBAI,SKU_304,11.0,472,6
2025-12-08 14:00:00,DC_DUBAI,SKU_305,10.0,0,6
2025-12-08 14:00:00,DC_DUBAI,SKU_306,11.0,183,6
2025-12-08 14:00:00,DC_DUBAI,SKU_401,10.0,117,6
2025-12-08 14:00:00,DC_DUBAI,SKU_402,12.0,519,6
2025-12-08 14:00:00,DC_DUBAI,SKU_501,10.0,98,6
2025-12-08 14:00:00,DC_DUBAI,SKU_502,12.0,617,6
2025-12-08 14:00:00,DC_DUBAI,SKU_503,11.0,550,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_101,14.0,213,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_102,12.0,704,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_103,12.0,0,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_201,11.0,3,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_202,18.0,0,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_301,12.0,0,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_302,11.0,501,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_303,12.0,29,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_304,10.0,84,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_305,11.0,455,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_306,11.0,0,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_401,14.0,178,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_402,11.0,470,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_501,13.0,481,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_502,11.0,0,6
2025-12-08 14:00:00,DC_JEDDAH,SKU_503,12.0,529,6
2025-12-08 14:00:00,DC_RIYADH,SKU_101,14.0,300,6
2025-12-08 14:00:00,DC_RIYADH,SKU_102,12.0,24,6
2025-12-08 14:00:00,DC_RIYADH,SKU_103,13.0,0,6
2025-12-08 14:00:00,DC_RIYADH,SKU_201,13.0,27,6
2025-12-08 14:00:00,DC_RIYADH,SKU_202,14.0,0,6
2025-12-08 14:00:00,DC_RIYADH,SKU_301,12.0,142,6
2025-12-08 14:00:00,DC_RIYADH,SKU_302,11.0,1,6
2025-12-08 14:00:00,DC_RIYADH,SKU_303,12.0,442,6
2025-12-08 14:00:00,DC_RIYADH,SKU_304,11.0,450,6
2025-12-08 14:00:00,DC_RIYADH,SKU_305,11.0,376,6
2025-12-08 14:00:00,DC_RIYADH,SKU_306,12.0,2,6
2025-12-08 14:00:00,DC_RIYADH,SKU_401,17.0,0,6
2025-12-08 14:00:00,DC_RIYADH,SKU_402,12.0,632,6
