timestamp,store_id,sku_id,predicted_demand,on_shelf_units,planogram_capacity_units,forecast_hour_offset
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_201,3.0,10,91,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_202,3.0,105,113,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_304,3.0,15,86,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_305,4.0,76,76,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_306,3.0,70,80,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_402,5.0,61,61,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_501,3.0,64,90,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,1
2025-12-07 23:00:00,ST_RIYADH_STREET_01,SKU_503,3.0,47,60,1
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_101,2.0,58,126,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_102,2.0,37,99,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_103,2.0,9,112,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_202,6.0,9,93,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_302,3.0,49,49,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_304,2.0,69,69,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_305,3.0,65,65,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_306,2.0,6,40,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_502,3.0,49,91,2
2025-12-08 00:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_102,5.0,51,113,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_103,3.0,88,88,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_201,3.0,137,137,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_202,5.0,52,114,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_301,5.0,88,88,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_302,5.0,14,72,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_304,2.0,31,73,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_306,4.0,42,78,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_402,3.0,89,89,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_501,3.0,11,75,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,2
2025-12-08 00:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_101,4.0,83,123,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_103,3.0,96,139,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_201,4.0,46,93,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_202,4.0,76,83,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_301,1.0,51,75,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_302,3.0,15,53,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_304,2.0,6,46,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_501,2.0,36,98,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_502,3.0,109,109,2
2025-12-08 00:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_102,3.0,82,84,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_201,3.0,10,91,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_202,3.0,105,113,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_304,3.0,15,86,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_305,3.0,76,76,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_306,3.0,70,80,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_402,3.0,61,61,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_501,3.0,64,90,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,2
2025-12-08 00:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,2
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_101,2.0,58,126,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_102,2.0,37,99,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_103,2.0,9,112,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_202,6.0,9,93,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_302,3.0,49,49,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_304,2.0,69,69,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_305,3.0,65,65,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_306,1.0,6,40,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_502,2.0,49,91,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_102,5.0,51,113,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_103,3.0,88,88,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_201,3.0,137,137,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_202,5.0,52,114,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_301,5.0,88,88,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_302,5.0,14,72,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_304,1.0,31,73,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_306,3.0,42,78,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_402,3.0,89,89,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_501,3.0,11,75,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_101,4.0,83,123,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_103,3.0,96,139,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_201,4.0,46,93,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_202,4.0,76,83,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_301,1.0,51,75,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_302,2.0,15,53,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_304,1.0,6,46,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_501,2.0,36,98,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_502,3.0,109,109,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_102,3.0,82,84,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_201,3.0,10,91,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_202,3.0,105,113,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_304,3.0,15,86,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_305,3.0,76,76,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_306,3.0,70,80,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_402,3.0,61,61,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_501,3.0,64,90,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,3
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_101,3.0,58,126,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_102,2.0,37,99,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_103,2.0,9,112,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_202,6.0,9,93,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_302,3.0,49,49,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_304,2.0,69,69,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_305,3.0,65,65,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_306,1.0,6,40,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_502,2.0,49,91,4
2025-12-08 05:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_102,5.0,51,113,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_103,3.0,88,88,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_201,3.0,137,137,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_202,6.0,52,114,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_301,5.0,88,88,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_302,5.0,14,72,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_304,1.0,31,73,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_306,4.0,42,78,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_402,3.0,89,89,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_501,3.0,11,75,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,4
2025-12-08 05:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_101,5.0,83,123,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_103,4.0,96,139,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_201,5.0,46,93,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_202,4.0,76,83,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_301,1.0,51,75,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_302,2.0,15,53,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_304,1.0,6,46,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_501,2.0,36,98,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_502,3.0,109,109,4
2025-12-08 05:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_102,3.0,82,84,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_201,3.0,10,91,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_202,4.0,105,113,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_304,3.0,15,86,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_305,3.0,76,76,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_306,3.0,70,80,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_402,3.0,61,61,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_501,3.0,64,90,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,4
2025-12-08 05:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,4
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_101,3.0,58,126,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_102,2.0,37,99,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_103,3.0,9,112,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_202,7.0,9,93,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_302,3.0,49,49,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_304,3.0,69,69,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_305,4.0,65,65,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_306,2.0,6,40,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_502,3.0,49,91,5
2025-12-08 09:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_102,6.0,51,113,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_103,4.0,88,88,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_201,3.0,137,137,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_202,6.0,52,114,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_301,6.0,88,88,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_302,6.0,14,72,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_304,2.0,31,73,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_306,6.0,42,78,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_402,4.0,89,89,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_501,3.0,11,75,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,5
2025-12-08 09:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_101,4.0,83,123,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_103,4.0,96,139,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_201,6.0,46,93,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_202,5.0,76,83,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_301,2.0,51,75,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_302,2.0,15,53,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_304,2.0,6,46,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_401,6.0,54,114,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_501,3.0,36,98,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_502,4.0,109,109,5
2025-12-08 09:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,5
2025-12-08 09:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,5
2025-12-08 09:00:00,ST_RIYADH_STREET_01,SKU_102,4.0,82,84,5
2025-12-08 09:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,5
2025-12-08 09:00:00,ST_RIYADH_STREET_01,SKU_201,3.0,10,91,5
2025-12-08 09:00:00,ST_RIYADH_STREET_01,SKU_202,4.0,105,113,5
2025-12-08 09:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,5
